species,latitude,longitude
Athene cunicularia,43.630527,-79.32489
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.61049,-68.0995
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,49.317223,-119.66666
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,48.609974,-68.10663
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,42.267677,-81.971855
Athene cunicularia,48.43333,-123.3
Athene cunicularia,49.35,-120.06667
Athene cunicularia,50.66667,-120.31667
Athene cunicularia,49.68333,-124.93333
Athene cunicularia,49.78333,-115.76667
Athene cunicularia,50.23333,-119.35
Athene cunicularia,49.2,-119.83333
Athene cunicularia,49.18333,-123.16667
Athene cunicularia,49.11667,-123.18333
Athene cunicularia,49.03333,-119.45
Athene cunicularia,50.66667,-120.31667
Athene cunicularia,49.16667,-121.95
Athene cunicularia,49.31667,-119.63333
Athene cunicularia,49.03333,-119.45
Athene cunicularia,45.41267,-76.3783
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,45.439175,-76.38133
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,45.439175,-76.38133
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609974,-68.10663
Athene cunicularia,48.609962,-68.10599
Athene cunicularia,48.609962,-68.10599
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,49.227628,-107.711405
Athene cunicularia,49.090662,-107.267704
Athene cunicularia,49.177905,-107.232984
Athene cunicularia,50.971803,-106.519167
Athene cunicularia,49.535914,-111.432165
Athene cunicularia,49.588328,-111.412029
Athene cunicularia,49.288161,-107.432713
Athene cunicularia,50.533148,-111.758497
Athene cunicularia,49.327492,-107.51086
Athene cunicularia,49.162876,-107.528282
Athene cunicularia,49.358118,-110.867856
Athene cunicularia,49.387415,-107.421661
Athene cunicularia,49.01677,-107.439797
Athene cunicularia,49.368646,-107.592569
Athene cunicularia,49.185606,-107.500508
Athene cunicularia,49.399812,-107.545789
Athene cunicularia,49.1663,-111.595436
Athene cunicularia,50.704187,-120.590773
Athene cunicularia,49.3697,-109.12337
Athene cunicularia,50.711519,-120.495026
Athene cunicularia,49.352923,-119.740798
Athene cunicularia,49.169171,-107.556485
Athene cunicularia,49.225209,-107.511223
Athene cunicularia,49.169888,-107.396971
Athene cunicularia,49.209165,-107.53015
Athene cunicularia,49.170774,-107.500253
Athene cunicularia,49.276697,-107.579334
Athene cunicularia,50.619087,-111.237552
Athene cunicularia,49.015246,-107.71091
Athene cunicularia,49.149833,-107.535504
Athene cunicularia,49.362651,-107.410236
Athene cunicularia,49.325223,-107.552352
Athene cunicularia,49.340777,-107.43958
Athene cunicularia,49.118878,-107.546546
Athene cunicularia,49.385376,-107.591339
Athene cunicularia,49.335736,-107.499045
Athene cunicularia,49.619516,-107.795004
Athene cunicularia,49.2455,-107.7291
Athene cunicularia,49.1754,-101.6303
Athene cunicularia,49.1754,-101.6303
Athene cunicularia,49.1754,-101.6303
Athene cunicularia,49.1754,-101.6303
Athene cunicularia,49.1754,-101.6303
Athene cunicularia,50.711608,-120.405611
Athene cunicularia,49.280016,-119.601113
Athene cunicularia,49.34553,-119.753748
Athene cunicularia,43.722747,-79.347493
Athene cunicularia,49.383095,-119.705951
Athene cunicularia,49.261249,-107.410174
Athene cunicularia,49.263122,-119.646699
Athene cunicularia,49.25338,-119.763542
Athene cunicularia,50.209607,-110.815436
Athene cunicularia,49.397164,-119.745994
Athene cunicularia,49.231335,-119.677808
Athene cunicularia,49.35831,-107.573807
Athene cunicularia,49.220182,-107.504382
Athene cunicularia,49.311618,-107.467713
Athene cunicularia,49.20761,-107.586921
Athene cunicularia,49.063845,-107.428284
Athene cunicularia,49.134092,-107.594681
Athene cunicularia,49.372728,-107.565945
Athene cunicularia,49.36441,-107.510361
Athene cunicularia,49.013568,-107.525816
Athene cunicularia,50.03457,-120.62084
Athene cunicularia,49.394702,-119.453154
Athene cunicularia,50.272781,-111.07525
Athene cunicularia,49.03709,-107.503394
Athene cunicularia,49.161567,-107.4739
Athene cunicularia,49.174492,-107.301279
Athene cunicularia,50.993304,-120.482446
Athene cunicularia,49.025179,-107.584512
Athene cunicularia,43.611815,-79.384609
Athene cunicularia,49.116747,-107.581159
Athene cunicularia,43.744223,-79.326802
Athene cunicularia,43.744801,-79.233988
Athene cunicularia,48.743772,-68.1403
Athene cunicularia,48.615184,-68.089397
Athene cunicularia,43.611879,-79.398158
Athene cunicularia,50.643105,-120.508019
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60983,-68.106544
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.611332,-68.10114
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.6099,-68.10628
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60994,-68.10625
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.6102,-68.105194
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.611088,-68.10206
Athene cunicularia,48.610283,-68.104744
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.610764,-68.10266
Athene cunicularia,48.60973,-68.104774
Athene cunicularia,48.60972,-68.10643
Athene cunicularia,48.6102,-68.105194
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609974,-68.10619
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60981,-68.10633
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609325,-68.10692
Athene cunicularia,48.60988,-68.10634
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60997,-68.10604
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60994,-68.10617
Athene cunicularia,48.610027,-68.10576
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609764,-68.10685
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609863,-68.10637
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.6098,-68.10678
Athene cunicularia,48.60983,-68.106544
Athene cunicularia,48.609913,-68.10634
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.60994,-68.10654
Athene cunicularia,48.61022,-68.1043
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,45.52495,-73.396164
Athene cunicularia,48.609917,-68.106384
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60972,-68.10643
Athene cunicularia,48.609833,-68.106186
Athene cunicularia,48.609856,-68.10596
Athene cunicularia,48.610764,-68.10266
Athene cunicularia,48.609917,-68.106384
Athene cunicularia,48.609764,-68.10685
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.60996,-68.1074
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.6099,-68.107216
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609974,-68.10639
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60984,-68.106316
Athene cunicularia,43.62827,-79.32917
Athene cunicularia,48.60994,-68.10617
Athene cunicularia,48.610207,-68.10548
Athene cunicularia,42.54663,-82.49102
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609863,-68.10637
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609867,-68.10596
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.60981,-68.10679
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.6099,-68.107216
Athene cunicularia,48.610382,-68.10461
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,48.609955,-68.10611
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,43.605329,-79.313264
Athene cunicularia,49.228235,-107.509594
Athene cunicularia,49.155302,-110.457159
Athene cunicularia,49.157952,-122.073832
Athene cunicularia,45.521843,-76.200873
Athene cunicularia,49.067935,-107.457553
Athene cunicularia,49.375328,-107.407847
Athene cunicularia,49.202719,-107.545099
Athene cunicularia,50.767185,-120.556021
Athene cunicularia,43.785791,-79.395284
Athene cunicularia,43.672679,-79.336276
Athene cunicularia,49.095914,-107.446828
Athene cunicularia,49.152395,-107.481957
Athene cunicularia,49.153092,-106.537157
Athene cunicularia,49.190922,-107.432037
Athene cunicularia,49.056445,-107.229527
Athene cunicularia,49.058289,-107.456647
Athene cunicularia,49.226708,-107.598957
Athene cunicularia,49.120295,-107.425182
Athene cunicularia,49.169779,-107.536373
Athene cunicularia,49.055725,-107.546633
Athene cunicularia,49.470378,-106.580322
Athene cunicularia,50.781951,-120.435662
Athene cunicularia,49.113154,-107.555347
Athene cunicularia,48.638008,-68.198324
Athene cunicularia,50.797883,-120.52452
Athene cunicularia,48.657373,-68.06618
Athene cunicularia,48.695966,-68.139138
Athene cunicularia,49.160245,-107.667659
Athene cunicularia,49.056498,-107.719752
Athene cunicularia,49.196717,-107.445609
Athene cunicularia,49.39568,-107.455649
Athene cunicularia,48.447393,-68.157229
Athene cunicularia,49.56,-111.41
Athene cunicularia,49.028881,-107.367834
Athene cunicularia,49.093372,-100.564237
Athene cunicularia,49.107003,-107.43032
Athene cunicularia,49.226871,-123.186072
Athene cunicularia,49.318245,-107.525042
Athene cunicularia,44.611206,-63.52042
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,42.26359,-81.94591
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,45.46667,-73.55
Athene cunicularia,48.34567,-89.21512
Athene cunicularia,50.76209,-120.42835
Athene cunicularia,49.659536,-112.668655
Athene cunicularia,49.15176,-107.466806
Athene cunicularia,49.126383,-107.591649
Athene cunicularia,49.11132,-107.406602
Athene cunicularia,49.002245,-110.209791
Athene cunicularia,50.561406,-110.900619
Athene cunicularia,49.023481,-107.49203
Athene cunicularia,51.516716,-107.717331
Athene cunicularia,49.880371,-108.939621
Athene cunicularia,50.454838,-104.606605
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,50.533741,-103.667503
Athene cunicularia,50.454842,-104.606598
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,49.683056,-124.934723
Athene cunicularia,50.673332,-120.327225
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,50.533741,-103.667503
Athene cunicularia,50.533741,-103.667503
Athene cunicularia,50.533745,-103.667541
Athene cunicularia,50.454838,-104.606605
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,51.311348,-107.650314
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,50.533745,-103.667541
Athene cunicularia,49.710339,-99.602669
Athene cunicularia,49.710346,-99.602669
Athene cunicularia,50.533745,-103.667541
Athene cunicularia,50.233299,-119.349998
Athene cunicularia,50.533741,-103.667503
Athene cunicularia,50.013173,-111.435199
Athene cunicularia,50.38717,-104.481935
Athene cunicularia,49.689191,-104.244645
Athene cunicularia,49.158225,-107.452671
Athene cunicularia,49.5111,-119.673746
Athene cunicularia,49.1001,-119.5352
Athene cunicularia,49.075355,-110.240179
Athene cunicularia,49.248305,-107.561169
Athene cunicularia,49.077275,-107.421269
Athene cunicularia,49.187716,-119.705805
Athene cunicularia,49.14601,-107.24907
Athene cunicularia,49.007319,-107.466516
Athene cunicularia,50.73831,-120.411318
Athene cunicularia,50.762088,-120.428352
Athene cunicularia,50.757052,-120.418788
Athene cunicularia,49.215858,-123.106041
Athene cunicularia,50.565502,-120.266537
Athene cunicularia,50.443224,-120.228592
Athene cunicularia,49.005079,-110.256017
Athene cunicularia,45.426876,-76.34326
Athene cunicularia,45.866566,-64.29913
Athene cunicularia,45.426876,-76.34326
Athene cunicularia,45.426876,-76.34326
Athene cunicularia,45.426876,-76.34326
Athene cunicularia,50.78502,-120.426636
Athene cunicularia,44.65998,-66.80123
Athene cunicularia,44.724194,-66.75429
Athene cunicularia,50.713814,-120.39151
Athene cunicularia,49.375753,-123.238372
Athene cunicularia,50.0652,-105.06069
Athene cunicularia,50.0652,-105.06069
Athene cunicularia,51.00937,-111.37099
Athene cunicularia,50.5425,-111.35672
Athene cunicularia,51.05246,-112.5046
Athene cunicularia,50.49985,-111.3583
Athene cunicularia,50.38772,-111.26632
Athene cunicularia,50.49931,-111.3147
Athene cunicularia,50.94236,-110.30809
Athene cunicularia,50.26059,-110.6995
Athene cunicularia,50.70217,-110.30064
Athene cunicularia,49.948951,-104.757913
Athene cunicularia,49.87296,-104.78593
Athene cunicularia,49.872902,-104.783566
Athene cunicularia,51.20759,-111.67915
Athene cunicularia,50.102341,-104.944137
Athene cunicularia,51.59045,-112.80278
Athene cunicularia,50.102341,-104.944137
Athene cunicularia,49.91316,-104.44071
Athene cunicularia,50.57603,-110.52293
Athene cunicularia,49.6336,-105.9918
Athene cunicularia,50.3346,-105.1578
Athene cunicularia,49.98333,-104.51667
Athene cunicularia,50.16667,-104
Athene cunicularia,49.98333,-104.51667
Athene cunicularia,50.01667,-105.06667
Athene cunicularia,49.19165,-102.95376
Athene cunicularia,50.4,-105.53333
Athene cunicularia,50.4,-105.53333
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.3,-104.3
Athene cunicularia,50.4,-105.71667
Athene cunicularia,50.25,-104.53333
Athene cunicularia,49.20377,-107.56179
Athene cunicularia,49.948951,-104.757913
Athene cunicularia,51.20759,-111.67915
Athene cunicularia,51.03655,-111.51657
Athene cunicularia,49.89364,-104.48651
Athene cunicularia,50.22208,-111.08698
Athene cunicularia,50.22208,-111.08698
Athene cunicularia,50.10694,-111.19708
Athene cunicularia,50.41547,-111.32772
Athene cunicularia,51.36981,-102.44838
Athene cunicularia,50.37372,-111.05862
Athene cunicularia,50.45,-104.61667
Athene cunicularia,51.63333,-106.43333
Athene cunicularia,50.16667,-105.26667
Athene cunicularia,50.83384,-108.77087
Athene cunicularia,50.89942,-108.33506
Athene cunicularia,51.03729,-111.55333
Athene cunicularia,50.8338,-108.77192
Athene cunicularia,49.28045,-104.00285
Athene cunicularia,49.918497,-104.598917
Athene cunicularia,49.919554,-104.59764
Athene cunicularia,51.03729,-111.55333
Athene cunicularia,51.09677,-111.61002
Athene cunicularia,51.82759,-111.54082
Athene cunicularia,50.82224,-108.7289
Athene cunicularia,51.09439,-108.93462
Athene cunicularia,51.24929,-107.93446
Athene cunicularia,50.49931,-111.3147
Athene cunicularia,50.97898,-108.47892
Athene cunicularia,49.07018,-104.82373
Athene cunicularia,50.89942,-108.33506
Athene cunicularia,51.10287,-109.67868
Athene cunicularia,50.50677,-109.33002
Athene cunicularia,50.92208,-111.3218
Athene cunicularia,50.02331,-104.93713
Athene cunicularia,49.87296,-104.78593
Athene cunicularia,50.166308,-105.259285
Athene cunicularia,50.118115,-104.963702
Athene cunicularia,51.09517,-111.57366
Athene cunicularia,49.94266,-104.76266
Athene cunicularia,49.95105,-104.75881
Athene cunicularia,50.02007,-104.94032
Athene cunicularia,50.118115,-104.963702
Athene cunicularia,50.18333,-104.93333
Athene cunicularia,49.91965,-104.59754
Athene cunicularia,50.18333,-104.93333
Athene cunicularia,50.51119,-110.75511
Athene cunicularia,50.35465,-111.54142
Athene cunicularia,50.4135,-111.31528
Athene cunicularia,50.53829,-111.37922
Athene cunicularia,49.40675,-105.11188
Athene cunicularia,50.07287,-104.94318
Athene cunicularia,49.872902,-104.783566
Athene cunicularia,51.0675,-111.40025
Athene cunicularia,50.10063,-109.94036
Athene cunicularia,50.4135,-111.31528
Athene cunicularia,50.07758,-112.64619
Athene cunicularia,50.53829,-111.37922
Athene cunicularia,49.29802,-108.92877
Athene cunicularia,50.4198,-111.58419
Athene cunicularia,49.29802,-108.92877
Athene cunicularia,50.29287,-111.36822
Athene cunicularia,50.58801,-112.28667
Athene cunicularia,50.58801,-112.28667
Athene cunicularia,50.41547,-111.32772
Athene cunicularia,50.2386,-109.34936
Athene cunicularia,49.21979,-109.85482
Athene cunicularia,50.71712,-112.43309
Athene cunicularia,50.78328,-108.65343
Athene cunicularia,50.2386,-109.34936
Athene cunicularia,49.07551,-111.96483
Athene cunicularia,50.78051,-108.6492
Athene cunicularia,50.35465,-111.54142
Athene cunicularia,50.71712,-112.43309
Athene cunicularia,50.161025,-105.226482
Athene cunicularia,50.68759,-112.46709
Athene cunicularia,50.07758,-112.64619
Athene cunicularia,51.06703,-111.51971
Athene cunicularia,50.10661,-111.20533
Athene cunicularia,50.70248,-112.4674
Athene cunicularia,51.03729,-111.55333
Athene cunicularia,50.71479,-112.48594
Athene cunicularia,51.06703,-111.51971
Athene cunicularia,50.50677,-109.33002
Athene cunicularia,51.05188,-111.49408
Athene cunicularia,51.06768,-109.72464
Athene cunicularia,50.51229,-109.34461
Athene cunicularia,50.50679,-109.32993
Athene cunicularia,50.86367,-109.37146
Athene cunicularia,51.03729,-111.55333
Athene cunicularia,50.50679,-109.32993
Athene cunicularia,49.89364,-104.48651
Athene cunicularia,51.09891,-109.67896
Athene cunicularia,51.09891,-109.67896
Athene cunicularia,50.55824,-108.45695
Athene cunicularia,50.69408,-112.47622
Athene cunicularia,51.0377,-109.74866
Athene cunicularia,51.21224,-111.61286
Athene cunicularia,49.420617,-111.140918
Athene cunicularia,50.24863,-111.34018
Athene cunicularia,50.10182,-104.94342
Athene cunicularia,50,-111
Athene cunicularia,49.07087,-104.58871
Athene cunicularia,51.06608,-109.72703
Athene cunicularia,49.02129,-105.5222
Athene cunicularia,49.919342,-104.598687
Athene cunicularia,51.06504,-109.72757
Athene cunicularia,50.51262,-109.3487
Athene cunicularia,50.6967,-112.46456
Athene cunicularia,51.06809,-108.79207
Athene cunicularia,51.09891,-109.67896
Athene cunicularia,50.89942,-108.33506
Athene cunicularia,51.06784,-109.6928
Athene cunicularia,51.13929,-108.4929
Athene cunicularia,51.06608,-109.72703
Athene cunicularia,50.90067,-112.46844
Athene cunicularia,51.07193,-108.99269
Athene cunicularia,51.0377,-109.74866
Athene cunicularia,51.09372,-108.92934
Athene cunicularia,51.15579,-109.04073
Athene cunicularia,50.95315,-108.44044
Athene cunicularia,49.08672,-109.69468
Athene cunicularia,50.49931,-111.3147
Athene cunicularia,49.05034,-104.83
Athene cunicularia,50.39682,-111.34628
Athene cunicularia,50.31613,-110.77398
Athene cunicularia,49.47213,-104.00235
Athene cunicularia,51.06703,-111.51971
Athene cunicularia,50.819749,-109.7203
Athene cunicularia,50.69737,-112.45622
Athene cunicularia,50.4025,-111.33374
Athene cunicularia,50.83391,-108.7738
Athene cunicularia,51.065,-109.75863
Athene cunicularia,50.90067,-112.46844
Athene cunicularia,50.10694,-111.19708
Athene cunicularia,50.99342,-112.37614
Athene cunicularia,49.919554,-104.59764
Athene cunicularia,51.0531,-111.40119
Athene cunicularia,50.6967,-112.46456
Athene cunicularia,50.83391,-108.7738
Athene cunicularia,50.7853,-108.65755
Athene cunicularia,51.06661,-109.29391
Athene cunicularia,51.05188,-111.49408
Athene cunicularia,50.45,-104.61667
Athene cunicularia,49,-102.55
Athene cunicularia,50.81969,-108.58484
Athene cunicularia,49.04177,-104.56066
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.83384,-108.77087
Athene cunicularia,50.70248,-112.4674
Athene cunicularia,50.83384,-108.77087
Athene cunicularia,49,-105
Athene cunicularia,51.00963,-111.37099
Athene cunicularia,51.01669,-111.51757
Athene cunicularia,50.78642,-108.66343
Athene cunicularia,51.01107,-111.57579
Athene cunicularia,50.3,-104.3
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.93599,-111.8509
Athene cunicularia,50.92131,-108.43853
Athene cunicularia,51.25006,-107.93435
Athene cunicularia,49.11634,-109.60882
Athene cunicularia,51.24929,-107.93446
Athene cunicularia,51.00831,-112.23819
Athene cunicularia,51.213,-111.61727
Athene cunicularia,51.13333,-108.98118
Athene cunicularia,51.12532,-109.14491
Athene cunicularia,49.95105,-104.75881
Athene cunicularia,50.547255,-111.360591
Athene cunicularia,50.68699,-112.45832
Athene cunicularia,49.860797,-104.482717
Athene cunicularia,49.864132,-104.482236
Athene cunicularia,50.565119,-112.283648
Athene cunicularia,49.860797,-104.482717
Athene cunicularia,49.770767,-103.994718
Athene cunicularia,49.856037,-104.535383
Athene cunicularia,49.770767,-103.994718
Athene cunicularia,50.68699,-112.45832
Athene cunicularia,49.916234,-104.597236
Athene cunicularia,49.909784,-104.450272
Athene cunicularia,49.919652,-104.597542
Athene cunicularia,50.29287,-111.36822
Athene cunicularia,50.71712,-112.43309
Athene cunicularia,49.07551,-111.96483
Athene cunicularia,49.21979,-109.85482
Athene cunicularia,50.819749,-109.7203
Athene cunicularia,50.54537,-111.359208
Athene cunicularia,50.89914,-108.33546
Athene cunicularia,49.883699,-104.531986
Athene cunicularia,50.99473,-111.88417
Athene cunicularia,49.883699,-104.531986
Athene cunicularia,50.166919,-105.259344
Athene cunicularia,50.92148,-111.45379
Athene cunicularia,51.19958,-108.40787
Athene cunicularia,51.26988,-111.73922
Athene cunicularia,50.569442,-112.278244
Athene cunicularia,50.63638,-112.40512
Athene cunicularia,49.8861,-104.534106
Athene cunicularia,50.6589,-108.39378
Athene cunicularia,50.786211,-108.654879
Athene cunicularia,51.50272,-107.972999
Athene cunicularia,50.56944,-112.27824
Athene cunicularia,51.09637,-111.81299
Athene cunicularia,50.61552,-108.35968
Athene cunicularia,51.04169,-111.50163
Athene cunicularia,49.919554,-104.59764
Athene cunicularia,50.786211,-108.654879
Athene cunicularia,51.59054,-112.78736
Athene cunicularia,51.095453,-111.252336
Athene cunicularia,50.79136,-108.68705
Athene cunicularia,50.37372,-111.05862
Athene cunicularia,51.038062,-111.400772
Athene cunicularia,51.03973,-111.502157
Athene cunicularia,51.013758,-111.530844
Athene cunicularia,50.634663,-108.61232
Athene cunicularia,50.824414,-109.720073
Athene cunicularia,50.45238,-110.65917
Athene cunicularia,50.54558,-111.35888
Athene cunicularia,50.615528,-108.359684
Athene cunicularia,50.819982,-109.719456
Athene cunicularia,51.50273,-107.972611
Athene cunicularia,51.500769,-107.972642
Athene cunicularia,50.78919,-108.69132
Athene cunicularia,50.781814,-108.676026
Athene cunicularia,50.78919,-108.69132
Athene cunicularia,50.819982,-109.719456
Athene cunicularia,50.820058,-109.718162
Athene cunicularia,50.819749,-109.7203
Athene cunicularia,51.09564,-111.56559
Athene cunicularia,50.10775,-111.2015
Athene cunicularia,51.299088,-111.338753
Athene cunicularia,51.23279,-111.67822
Athene cunicularia,50.78328,-108.65343
Athene cunicularia,51.26995,-111.77153
Athene cunicularia,50.48579,-110.62235
Athene cunicularia,50.6589,-108.39378
Athene cunicularia,51.09564,-111.56559
Athene cunicularia,51.59054,-112.78736
Athene cunicularia,50.819749,-109.7203
Athene cunicularia,50.45713,-110.65412
Athene cunicularia,50.78508,-108.6568
Athene cunicularia,50.79092,-108.68783
Athene cunicularia,50.78181,-108.67602
Athene cunicularia,50.8304,-108.76299
Athene cunicularia,51.26995,-111.77153
Athene cunicularia,50.45238,-110.65917
Athene cunicularia,51.602596,-107.808718
Athene cunicularia,50.48579,-110.62235
Athene cunicularia,50.58801,-112.28667
Athene cunicularia,49.29802,-108.92877
Athene cunicularia,50.29899,-110.82974
Athene cunicularia,51.03973,-111.50215
Athene cunicularia,50.23099,-111.33329
Athene cunicularia,50.68759,-112.46709
Athene cunicularia,50.01808,-106.80124
Athene cunicularia,50.61041,-108.29029
Athene cunicularia,51.20759,-111.67915
Athene cunicularia,50.61041,-108.29029
Athene cunicularia,50.46667,-104.41667
Athene cunicularia,51.08333,-105.23333
Athene cunicularia,50.93333,-104.36667
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.45,-104.61667
Athene cunicularia,49.45,-104.28333
Athene cunicularia,51.13281,-102.17601
Athene cunicularia,51.45,-106.8
Athene cunicularia,50.3,-104.3
Athene cunicularia,50.16667,-105.26667
Athene cunicularia,50.45,-104.61667
Athene cunicularia,50.161025,-105.226482
Athene cunicularia,50.99473,-111.88417
Athene cunicularia,51.21495,-111.67875
Athene cunicularia,49.65098,-104.582458
Athene cunicularia,51.05554,-109.7379
Athene cunicularia,51.09891,-109.67896
Athene cunicularia,50.82224,-108.7289
Athene cunicularia,51.13302,-109.3987
Athene cunicularia,51.05389,-109.74263
Athene cunicularia,49.945438,-104.715811
Athene cunicularia,49.909385,-104.44958
Athene cunicularia,50.102034,-104.943327
Athene cunicularia,50.485785,-110.622341
Athene cunicularia,49.948951,-104.757913
Athene cunicularia,49.948951,-104.757913
Athene cunicularia,50.166919,-105.259344
Athene cunicularia,50.161025,-105.226482
Athene cunicularia,50.166919,-105.259344
Athene cunicularia,50.56944,-112.27824
Athene cunicularia,50.101198,-104.942936
Athene cunicularia,50.68871,-108.46798
Athene cunicularia,51.09891,-109.67896
Athene cunicularia,49.08273,-104.82939
Athene cunicularia,50,-104
Athene cunicularia,51.13929,-108.4929
Athene cunicularia,49.40675,-105.11188
Athene cunicularia,49.89364,-104.48651
Athene cunicularia,49.08273,-104.82939
Athene cunicularia,49.87296,-104.78593
