Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.72698E-3,91.097437834,0.913237198,0.002699055,0.938666667,0.944
2.79125E-3,91.376562453,0.918094303,0.00260266,0.941333333,0.952
2.79872E-3,91.65643441,0.918641192,0.002506266,0.941333333,0.952
2.80586E-3,91.93702052,0.919160383,0.002409871,0.944,0.952
2.80658E-3,92.217678472,0.919212429,0.002313476,0.946666667,0.952
2.8073E-3,92.498408837,0.919264855,0.002217081,0.949333333,0.952
2.82066E-3,92.780474713,0.920225658,0.002120686,0.952,0.952
2.8418E-3,93.064654223,0.921722951,0.002024291,0.954666667,0.952
2.86088E-3,93.301104131,0.923050684,0.001927897,0.957333333,0.952
2.89553E-3,93.640698941,0.925404156,0.001831502,0.96,0.96
2.94925E-3,93.935624331,0.928911612,0.001735107,0.962666667,0.96
3.12116E-3,94.247740592,0.939064371,0.001638712,0.965333333,0.96
3.12857E-3,94.311168233,0.939467675,0.001542317,0.968,0.96
3.15805E-3,94.563545102,0.941046142,0.001542317,0.968,0.968
3.17353E-3,94.880898132,0.941858859,0.001445922,0.970666667,0.968
3.2488E-3,95.205778547,0.945652698,0.001349528,0.973333333,0.976
3.28892E-3,95.534670983,0.947572588,0.001253133,0.973333333,0.976
3.30521E-3,95.865191595,0.948332243,0.001156738,0.976,0.976
3.36466E-3,96.201658045,0.951014074,0.001060343,0.978666667,0.976
3.44088E-3,96.365168325,0.95424914,0.000963948,0.978666667,0.976
3.52917E-3,96.554574605,0.957730426,0.000963948,0.978666667,0.984
3.53222E-3,96.907796259,0.957845874,0.000867553,0.981333333,0.984
3.54399E-3,97.262195272,0.958288443,0.000771159,0.981333333,0.984
3.70084E-3,97.632278812,0.963759555,0.000674764,0.984,0.984
3.80557E-3,98.012836294,0.967007407,0.000578369,0.986666667,0.992
3.87648E-3,98.400483806,0.969039099,0.000481974,0.989333333,1
3.90157E-3,98.790640659,0.969727782,0.000385579,0.992,1
3.94335E-3,99.184975746,0.970840668,0.000289184,0.992,1
3.96797E-3,99.581772748,0.971477154,0.00019279,0.994666667,1
4.18227E-3,100,0.976462476,0.000096395,0.997333333,1
4.18227E-3,100,0.976462476,0.000096395,1,1
